TEAM_NAMES,SerialNumber,Filename,Name,Description,Gender,Attributes,UUID,SHA256
,163,bimpe-the-runzgirl,bimpe the runzgirl,Be careful with Bimpe because she cac be sensitive.,Female,hair: purple dreadlock; eyes: none; teeth: none; clothing: one arm ankara; expression: mischievious; accessories: eye glasses; strength: humanitarian; weakness: opposite sex,eaa7662f-6926-468a-9add-e791916ae42b,50e56b26030190f79214bccd6e24419a67b5643e292bf21567ffd3d6b01392f0
,164,sola-the-queen,sola the queen,Sola is a princess as she's got the mind of a queen.,Female,hair: brown long hair; eyes: none; teeth: none; clothing: blouse top; expression: cool; accessories: eye glasses; strength: Strong character; weakness: beauty,d5f23ad3-832a-4d3e-814e-e23f466d18a4,8e1a412b4586a5df48f125e0f20e13cba80a1879654a5cf8bd663b3611523677
,165,temi-afro-girl,temi afro girl,Temi is know for her funny haircut and this time afro is up.,Female,hair: orange full hair; eyes: none; teeth: none; clothing: ankara; expression: cool; accessories: eye glasses; strength: loving; weakness: sheepish,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,e9e8cfff0ccd31ac7972ed0bd417d7a8d5e8e1942a02a1e9f3f382436b0fbfbb
,166,jonny-the-bravo,jonny the bravo,Jonny is friendly to all and everybody sees him as kind agile Jonny.,Male,hair: orange pink; eyes: closed; teeth: candy in mouth; clothing: igbo attire; expression: relaxed; accessories: candy in mouth; strength: helping people; weakness: hastly rash,2b345988-b4b0-453b-ad39-efe1321bc8f1,9b5f172572021d38af14024f21c39829cb2e5072432e15def3367c260f3e85ba
,167,tunde-the-bigman,tunde the bigman,Tunde is the big man on the street and flamboyant life style is his identity.,Male,hair: none; eyes: closed; teeth: white with one tooth missing; clothing: agbada; expression: resting; accessories: head wear; strength: money; weakness: monkey,56db423e-8b09-453e-b5fc-61f4da9d7a6f,c0136786e88daf8392505545b1a546406b82a9b0ab9f34f8026a65ca65fd034d
,168,joe-the-plain,joe the plain,Plain and simple and no one in town is more gentle that broda Joe.,Male,hair: none; eyes: watery blue eye; teeth: tongue out; clothing: agbada; expression: happy; accessories: face cap; strength: handling situation; weakness: overthinking,7a3083bd-5aa2-48b5-a30b-4445cc060f57,32fbf9c0f712602701853758679ba68efcfe6ea74e9e32713d7a0a4e7f5b77d9
,169,wale-sharp-guy,wale sharp guy,Wale no de carry last because he thinks and act fast.,Male,hair: none; eyes: closed; teeth: white with a tooth missing; clothing: agbada; expression: fearful; accessories: blue head scaf; strength: smart; weakness: too forward,44906ea0-901b-4b3d-802f-f73acc8758f6,358851ae9ac331c67bb6cd81357653c76f313f723f852b8c94e7022c416c1f97
,170,dele-the-snoozer,dele the snoozer,If sleeping were to be a job then Dele will be the world busiest man.,Male,hair: low cut; eyes: closed; teeth: gapped teeth; clothing: agbada; expression: snoozing; accessories: none; strength: loving; weakness: sleep,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,2bacfb916e24ee5f3c3f8a436e3a2bd2ae71fade2901f30fecbf8618c4cda113
,171,father -of -tolu,father of tolu,Baba Tolu is a proud father. He will sell his soul just to see Tolu excel in life.,Male,hair: none; eyes: black iris; teeth: long front tooth; clothing: ankara; expression: fearfully; accessories: head cap; strength: fatherly; weakness: women,a2651258-ca3f-4940-b095-3a61ff630263,64309da2076b8a332dfb393018dbb5149f57e99d1e488961ae3a57b2ecf537b3
,172,emeka-the-chief,emeka the chief,Chief Emeka is the pillar of the community. Just and fair to all. The real mazi.,Male,hair: none; eyes: black iris; teeth: full white teeth; clothing: wrapper wrapped around body; expression: smiling; accessories: head cap; strength: leadership; weakness: anger,de25fd63-dafd-4f77-8072-7ac0ae3a3ab2,586f3a8c5c7ce20af53e602be770d3f5b822a8d7ab82651f398631b15cde1139
,173,lawal-the-drooler,lawal the drooler,Lawal has only one business which is just to sleep and sleep. it's only normal for him to drool anytime.,Male,hair: none; eyes: teary grey iris; teeth: gapped teeth; clothing: agbada; expression: sleepy; accessories: head wear; strength: rich; weakness: alcoholism,806b640f-1c8b-4cc0-aa10-45f3ddc00140,cd44f53d25ac6881eb21a7b37c77cb4d528b83426b2a0687914962fcdbc8bf82
,174,solo-the-messenger,solo the messenger,"Solo is a multitasker if you need anything done in your home, Solo is your guy.",Male,hair: none; eyes: black eye; teeth: stained tooth; clothing: simple top; expression: relax; accessories: cap; strength: multitasking; weakness: women,44906ea0-901b-4b3d-802f-f73acc8758f6,41192329d425200d2b1e2177069e231004b5369e0d7cba04643cefd2e64a7c6c
,175,femi-the-honorable,femi the honorable,Honorable Femi is the modern day politician but everything he does is only to further his political career.,Male,hair: none; eyes: blue iris; skin color: brown; teeth: one missing tooth; clothing: aso oke; expression: happy; accessories: abetiaja cap; strength: public speaking; weakness: money,af53bf52-b517-4347-adc6-07cf30c19025,2892fbbaff4e54cb1b94e8796bd62bb71e2d53cc297e80e90829580dd58c6aaf
,176,friday-the-bigsboy,friday the bigsboy,Friday always live up to his name. Every Friday is for the party.,Male,hair: orange afro; eyes: black iris; skin color: brown; teeth: none; clothing: aso oke; expression: unconcerned; accessories: cigrette in mouth; strength: money in pocket; weakness: sense of responsibility,05ec3aae-7da8-4125-93fb-6fc544e5bc61,dc69dbd7e15c986abbe898c92d0ded141bca4f3e08180f7bd9c2dccfad921551
,177,kweku-the-planter,kweku the planter,Kweku says he did it but he dey plant until he was bursted.,Male,hair: none; eyes: closed; teeth: none; clothing: aso oke; expression: smiling; accessories: head wear; strength: industrious; weakness: criminally minded,af53bf52-b517-4347-adc6-07cf30c19025,42c9a4bba899e55354af54cbdc16fc86843d7b0ebcfd2f0a0fea979d7721473c
,178,2pac-the-remix,2pac the remix,2pac is alive in him because his style is exactly the same.,Male,hair: none; eyes: blue iris; teeth: gapped teeth; clothing: Igbo clothing; expression: surprised; accessories: face cap; strength: hardworking; weakness:fear,9993e5ec-2f31-485c-9c6d-f780c078ae56,ad186ed02f99be5f976a8aaf63571c2a46936b50cc7dba1e9640b9c9f4363421
,179,tope-the-influencer,tope the influencer,Tope is a famous influencer and she is loved by his followers which keep growing everyday.,Female,hair: none; eyes: black iris; teeth: none; clothing: agbada; expression: tired; accessories: tied head scaf; strength: Influencing people; weakness: talk too much,3b3e1f66-922b-4f87-8cdb-0d09fc143182,5bdaba23fa044056cb218123c1f703478f73e73f1da914ca3e1daf3b6af1d6a5
,180,gabby-the-evangelist,gabby the evangelist,Evangelist Gabby is blending gospel with comedy.,Male,hair: pink hair; eyes: black iris; teeth: none; clothing: agbada; expression: happily surprised; accessories: none; strength: make people happy; weakness:misleading,ac721b71-cbc5-425c-851f-ee826973f0b9,10a37b0cda3edfce5c7727ec85abff28207acafe901ffcb45a8045fc3250e4b2
TEAM CRANKSHAFT,181,beauty-of-town,beauty of town,She is the most beautiful in the neighbourhood,Female,hair:pitch; eyes: blue  teeth: none  clothing: top accessories: bow-tie  expression: strengths: powerful; weakness: sentimental,7241a1be-59da-11ed-9b6a-0242ac120002,3cd9ae35754d7e98a7b0244e2ed85fabd8ebe78255dfd67642ebf165cdde4379
,182,lola-babe,lola babe,Looking hot as always,Female,hair:brown; eyes: blue  teeth: none  clothing: aso-oke  accessories: none  expression: happy;strengths: calculative; weakness: misleading,7241a664-59da-11ed-9b6a-0242ac120002,c915c7100a577576d90685788096546823dc34310d30ba9804825e1fd3a0de86
,183,cardy_h-sharp-babe,cardy h sharp babe,Cardy is the sharpest amongst her friends,Female,hair: two brown bun; eyes: blue  teeth: none  clothing: yoruba-clothing(aso-oke)  accessories: none  expression: strengths: free spirit;lack of fear;confidence: weakness;:misleading;influencing people ,7241a7c2-59da-11ed-9b6a-0242ac120002,8e60ce42adb71b45c628b9bf0d1554fdd908b96a4146a5c95ee86a62a14a6523
,184,bella-the-baller,bella the baller,Baller for Life,Female,hair: brown; eyes: blue  teeth: none  clothing: igbo-clothing accessories: none  expression: determined strengths: adaptation; weakness: fluency,7241ad26-59da-11ed-9b6a-0242ac120002,7f8f51b525908988b7a88ea59ef5fe92cdf923aa7a5d002a3ed98c5736ce3840
,185,milly-of-roses,milly of roses,Her lips so red like a rose,Female,hair: beige; eyes: blue  teeth: none  clothing: black-top  accessories: none  expression:strengths: cool headed; weakness: pressure,7241af92-59da-11ed-9b6a-0242ac120002,9493b5e8459734ee078a25b22da21d234bcb3bac16af502aa83e7d8443ef8e69
,186,preciousjada-the-viper,preciousjada the viper,Her words stings likes a viper,Female,hair: ginger afro; eyes: blue  teeth: white teeth  clothing: aso-oke   expression: strong-willed  strengths: confidence; weakness: endurance,7241b12c-59da-11ed-9b6a-0242ac120002,7062b324b3b2e24ee12c9d93512fd21d98be5eba52ac24531237eb59ceb6cd0f
,187,lolly-of-ny,lolly of ny,Most popular in NY,Female,hair: purple braids; eyes: black  teeth: none  clothing: black and blue top  accessories: none expression: calculative strength: strong willed; weakness: relationship,7241b2ee-59da-11ed-9b6a-0242ac120002,40ae4313bec4aada53a1c22fb70de7c34d14cb5e351d8c000240aec13504d225
,188,disy-the-dancer,disy the dancer,Dances her way into any show,Female,hair: black hair tied with scalf; eyes: black  teeth: none  clothing: one-arm top  accessories: none  expression: bad girl vibes  strength: cleaniness; weakness: perfectionist,7241b4c4-59da-11ed-9b6a-0242ac120002,d797bdb12ab91f8f2f6a48b94ae19e5ab11f87050d16173364d44c93c9d69ab9
,189,jenny-the-great,jenny the great,The greatest of our time,Female,hair: black tied with scalf; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: badass weakness: cancer,7241b852-59da-11ed-9b6a-0242ac120002,3aab45492e17024b0c921780c93df5d46d0b950db5106cba59ef914eae06ff1f
,190,lolly-the-pop,lolly the pop,Seeing lolly makes me pop,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: peaceful weakness: anger,7241ba00-59da-11ed-9b6a-0242ac120002,e6a4b003b08a74e074a0fa5c1b5b2c209e4064d2d2aed4eac90a5fcda50552d6
,191,disy-the-queen,disy the queen,The queen in her own space,Female,hair: one bun dark brown; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: beauty; weakness: lover girl,7241bda2-59da-11ed-9b6a-0242ac120002,9d37bb48b8a41f732abe1490370a6b67c706ee49d46a06acc0a6e7be1dc6c9ed
,192,jennyp-of-lagos,jennyp of lagos,A well known celebrity in Lagos,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: super powerful; weakness: sleeping,7241bf1e-59da-11ed-9b6a-0242ac120002,035e786d457f3323f4db33f42928acd5d579103e708c7b9721bd4d7b79432efe
,193,jada-of-life,jada of life,Her business signature,Female,hair: male; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: calm weakness: sun,7241c202-59da-11ed-9b6a-0242ac120002,ddf87e2e811955436a2eb4538a6236b9c918292690f340336d8e59594d6ae09b
,194,sandy-the-rapper,sandy the rapper,She just loves to rap,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: clean weakness: foodie,7241c342-59da-11ed-9b6a-0242ac120002,b3b8d7077779e5a642b6ea1487cdc61535179fb0e8948ab40b595fcdf4d3245e
,195,dahila-the-genius,dahila the genius,The genius in the family,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: activist; weakness: irrational,7241c4fa-59da-11ed-9b6a-0242ac120002,626088963123dfeb3ccf2e69c6f82db52df1f1156d1ce92e5b638e1fe218f922
,196,rosemary-of-yaba,rosemary of yaba,She has a cloth store in Yaba,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: mind games; weakness: insomia,7241c61c-59da-11ed-9b6a-0242ac120002,dd989301912b5c17748a6e10a16980ae3f1c60e56414f76e9c943c538fcc91b9
,197,jennifer-of -island,jennifer of island,She goes on vacation to the island,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: strong ; weakness: lateness,7241ca18-59da-11ed-9b6a-0242ac120002,93fa164dd6beae6439754dad9ee3a09686435291ea218f7e32576ab66247ba86
,198,opeyemi-of-lekki,opeyemi of lekki,Opeyemi lives in lekki,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: conversationist; weakness: traditionalist,7241c8e2-59da-11ed-9b6a-0242ac120002,c6c0d35ed56307a3de1012dae957d35306405cfc7622bec38e5383bffe915d15
,199,vicky-the-artist,vicky the artist,Brings life into what she draws,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: strong willed; weakness: crying,7241cb3a-59da-11ed-9b6a-0242ac120002,33ec47458d83d73da028711267116602a9c7815af2465fc92098aa917346d6e8
,200,afrogirl-sailor,afrogirl sailor,She loves to sail the ocean,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: height;  weakness: pride,7241cc66-59da-11ed-9b6a-0242ac120002,f98712befdb4d639d1e71940bb44d5e011a47f3d79f00ec987d95e6b66a55209
TEAM GEAR,201,ahmed-the-merchant,ahmed the merchant,A rich merchant that sells in babylon.,Male,hair: none; eyes: closed; teeth: none; clothing: one-hand; accessories: none; expression: smiling; strength: business; weakness: alcohol;,9996ecb6-4d92-4b51-bc50-d962f68f1ecc,a5cdd74af66ef6adcdbce17529b5da52664435221a4d2cfae532ec8fc26e3f3c
,202,blind-tonia,blind tonia,A girl that lost one of her eyes in a street fight.,Female,hair: brown; eyes: one; teeth: none; clothing: blouse; accessories: none; expression: none; strength: smiling; weakness: none;,4a5f4c6d-d0dd-4b71-b095-86ef11910962,4d7d2f9f824aa86a491b78f4442f28f9746e042be6b3883012d2908242716144
,203,buffy-the-vampire,buffy the vampire,A vampire diary protagonist that got bitten by a vampire in real life.,Female,hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none;,bd329fd7-dd90-4180-a7a7-03e2d41535cb,79f060880e887a46bdc5ad7f5f6f93218b7723d8e464d87f24c6b1394696371e
,204,caro-lipstick,caro lipstick,"A girl that puts on lipstick always, even to bed.",Female,hair: brown; eyes: glasses; teeth: none; clothing: blouse; accessories: none; expression: sazzy; strength: none; weakness: none;,a34d7a7b-d8f6-46fb-9abc-6d6d7293fffb,b8a3443a9b87ccb4bbce2b6d6719141377857e33612335a2d6f14aae3b7861ac
,205,charity-the-maid,charity the maid,A maid that works for the fun of it.,Female,hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none;,22286b60-5f7b-4df3-8cb1-187d02fb83d0,4d9539fd72e682b9bb6ad0032b338147e20c0b9a2a6484810e4e7094cfa329d6
,206,charity-with-fakehair,charity with fakehair,A girl with a bald hair but always wears wig to cover her head.,Female,hair: orange; eyes: glasses; teeth: none; clothing: blouse; accessories: normal; expression: none; strength: none; weakness: barbing-saloon;,efc0f7f5-d90b-46cc-be0b-6fcaa23a5422,240b4c5746fd135a8b4c088667f43c774fc6b9f9658158eede5d0b7fcfe54a30
,207,daniel-the-hustler,daniel the hustler,A boy that lives in the streets of Lagos hustling everyday to make ends meet.,Male,hair: none; eyes: black; teeth: none; clothing: shirt; accessories: gang; expression: smiling; strength: hustling; weakness: alcohol;,355be0ea-e500-41e1-add4-ce868759bb72,52d364c8fe4897804d694b332b57f59a24e207a4f1250c3c937668f00f3527a5
,208,grandma-nanny,grandma nanny,A grandmother that does nothing but sleeps all day.,Female,hair: white; eyes: blue; teeth: none; clothing: blouse; accessories: fashion; expression: smiling; strength: design; weakness: none;,ec8fe198-5c45-42a6-a909-4cfbcbbf6519,9f1fb0c8b5f4df54ac543017b56aade74a76785a29ba33f405849b304dce2143
,209,granpa-willy,granpa willy,A grandfather that drinks beer and reads newspaper all day.,Male,hair: white; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smiling; strength: reading; weakness: drinking;,facf7001-d028-4e00-bffc-ed1f7c005ecc,38a28d25c46e5e28e15a4c9e7f3d9d5e5659c7bc7d861f4dc5d25a679796d122
,210,joshua-gang-leader,joshua gang leader,A boy born to ritualist parents and now runs his own gang.,Male,hair: brown; eyes: black; teeth: gold; clothing: shirt; accessories: ponk; expression: suspicion; strength: none; weakness: none;,cc3c5c06-df96-4a0d-a09f-3359c21191f6,792c4f11d8fabd734bc1666e569dc48dd61c38f1b4fccf47daeff10e36f8ed9b
,211,karashika-queen,karashika queen,A woman of the underworld that influences rich men into giving up their money.,Female,hair: white; eyes: glasses; teeth: none; clothing: blouse; accessories: fashion; expression: none; strength: design; weakness: boys;,6e697e86-def8-4fb4-96c9-0f43ab9beea6,e9ec026b50b0c2c1036c8b87281120e62839c97201284e382c8b8928695c1fea
,212,king-of-baldmen,king of baldmek,A man that was born bald and has never seen a hair on his head.,Male,hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smirk; strength: deceit; weakness: none;,5142f00b-10b5-47a5-ab8a-8ae71b255b04,717bc5b2a53fbbc80bfd7c7dbe36a282ff433f3d7562b7522b1d7ab36d304395
,213,musa-masked-mouth,musa masked mouth,Musa uses a tape to cover his mouth to prevent him from talking too much.,Male,hair: cap; eyes: closed; teeth: none; clothing: shirt; accessories: fashion; expression: none; strength: dressing; weakness: none;,9a5e7e95-6552-4a92-ab18-2154678943c2,83e8f0afbfbb6e50b3616b2e6170e4a5cddcdc4609b12ddc0af165ee18187f11
,214,queen-of-smokers,queen of smokers,A chronic smoker looking for a spouse that will join her to die of smoking.,Female,hair: brown; eyes: glasses; teeth: smoke; clothing: blouse; accessories: none; expression: none; strength: none; weakness: smoking;,eb32dfc0-29ee-49db-8833-37a41a6d6d65,e3d4d57b59dc8748f1da3d847d895e4f605a695c2e9ea0518d69e50cd8d11b3b
,215,redlips-man,redlips man,A man that kissed a woman and got his lips burnt.,Male,hair: brown; eyes: blue; teeth: none; clothing: shirt; accessories: none; expression: frown; strength: chewing; weakness: none;,4d649c12-05a5-44a4-b4ef-eb285b291aff,85ab99262fac1c33f53f8db8d8b2cf11f492f70f1bc498d45322051e3e215987
,216,sleevless-maid,sleevless maid,A girl that nevers wears long cloths and gets herself thrown out of churches for indecent dressing.,Female,hair: white; eyes: blue; teeth: none; clothing: shirt; accessories: tan; expression: none; strength: seduction; weakness: none;,1cec0f65-2ee4-41a9-a30a-1f7aa9ccd112,cb687a402ee956cfcaa678ac5c8e6aea8750dc99ca6fde3e5cfe3ab68e1a0795
,217,stephen-bluecap,stephen bluecap,Stephen always wears blue cap even to the church.,Male,hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smile; strength: kindness; weakness: none;,9b9de982-0f87-47ee-ae95-0b69b48d0cdf,a43dddf2154130113c860225a7a9ed5e86f22d7398fd0112ca5ee1ea22760354
,218,tinubu-gateman,tinubu gateman,Tinubu has been a gateman all his life.,Male,hair: cap; eyes: blue; teeth: tongue; clothing: shirt; accessories: fashion; expression: laugh; strength: laughter; weakness: none;,c587932b-0b8c-4f70-8465-425a1f53df64,aee7afb600854130a06c14832d8be57771ee371772eeda9b59716c6a897f24e0
,219,vampire-girl,vampire girl,She dresses up as a vampire every haloween.,Female,hair: puff-puff; eyes: blue; teeth: two; clothing: blouse; accessories: none; expression: bite; strength: biting; weakness: none;,3bba4477-d84a-440f-af66-12690ea8b2e4,4b92833e9578b07b62ee6dca7ed55e61c906457d5b81945a4192bf498049bcba
,220,yusuf-the-smoker,yusuf the smoker,A chronic smoker with damaged lungs.,Male,hair: cap; eyes: dark-brown; teeth: smoke; clothing: shirt; accessories: fashion; expression: smile; strength: dressing; weakness: smoking;,2af7b970-e212-4627-b818-13c00c8d3a72,56fc2b1f3a0868532c9b7de9596830ad5ff51aa24f5f64c37857cd364791ff01
TEAM TAPE,221,lola-hng-newbie,lola hng newbie,A confused hng participant that cannot understand her project.,Female,hair: brown; eyes: white; teeth: white; clothing: ankara; accessories: none; expression: surprised; strength: none; weakness: confused;,0ddbd22c-b3bb-4c72-9f51-0361480bbfa7,8575338387db7c81023c7e975657236bff8e842db32db3c48dbaac7b9832c562
,222,nene-caroline,nene caroline,A housewife that loves taking care of her family.,Female,hair: brown; eyes: white; teeth: none; clothing:ankara; accessories: none; expression: calm; strength: loving; weakness: novice;,4ce5bcf3-d4ed-4277-8187-cb1797c1ac7e,434934d085ef341742ce344c72b71e952a8d83a0fc75d10134b9abbfd7f88039
,223,wazo-partystopper,wazo partystopper,A Nigerian aunty that loves to attend owambe parties.,Female,hair: black; eyes: white; teeth: none; clothing: aso oke;  accessories: none; expression: proud; strength: energetic; weakness: none;,77237cce-bae0-4d60-adad-27055f0eed39,e38bf04646efe77b74fc8a7934b6ba62817ccf75fcf86fbd3045a67e09edca84
,224,melanin-janet,melanin janet,A young lady with a soft personality.,Female,hair: brownish pink; eyes: white; teeth: none; clothing: english-ankara; accessories: none; expression: none; strength: calm; weakness: none;,a5a2854e-a850-4b15-b3c3-176a79b2d34b,6841beb45796aa8c8fdfbf69b677ef19784b8ef282e0a7ad8434ea9c9039c9c6
,225,leo-sugarmummy,leo sugarmummy,A middle age wild yankee returnee.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: leopard skin; accessories: none; expression: wild; strength: none; weakness: none;,7ec03993-f500-4a41-aa3c-a73df7a0fbed,6984e31e79a50b5622ec7289deb15d2dad19810f7b7dff797dc9ed7ca4b59ce6
,226,novice-joane,novice joane,A princess worried about finding true love.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: worried; strength: diligent; weakness: easily initimidated;,a5d49163-41b1-43fe-ad7f-0c78ef530b1a,ce9dd9d31cb34102e9c7c5198b3bbda533d4e860790b9d5305476762af59a2a1
,227,goofy-simbi,goofy simbi,An eccentric teenager that loves music.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: indifferent; strength: none; weakness: unconventional behaviour;  ,df7dc588-f99c-4592-84f6-08b40047d9d1,f2d82b85595e7142c7cc94c14da04cc2529fb71db34ca58aec2884e1238ce084
,228,akwaaba-ghana,akwaaba ghana,A depressed gothic introvert.,Female,hair: purple; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: depressed  strength: none  weakness:weak;  ,d1e8b38b-994b-487c-890b-9034d3ab7dcb,80a0b2e2f4c7f37ddc6f8af82e3593d88fca540f7a7adf925a2949f043243e0c
,229,aunty-toyin,aunty toyin,An oversabi family member.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: carefree; strength: audacious; weakness: none;,1326ef4b-224a-497e-9452-e63a4486e387,687146b3838d408576fd18eba97632c80b374e9b7098190a45297e073b8a9af0
,230,pretty-hauwa,pretty hauwa,A young bride involved in an early marriage.,Female,hair: dark brown; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: self-sufficient; strength: diligent; weakness: uncritical;,7c771f82-a512-403c-91b9-6736318a8796,f8643e86e750bac8e98ce3e0edbdffae3cdb038421004162d94fef6bd660dcd7
,231,chimamanda-enugu,chimamanda enugu,A young lady born during the war.,Female,hair: brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: none; strength: none; weakness: none;,eaad5c98-3f85-4480-9c4e-b73340cfba4f,db7e9b23fe9a261d8c50a8d49c26b4efd6c58929da403d257d8d2d41a8eba4d2
,232,kente-solape,kente solape,A respectful and diligent princess.,Female,hair: black; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: blanch; strength: bold; weakness: none;,613ce65c-4b16-43f8-a0d9-b5ea8c5f2195,4f802f5fbc7c5f44b68973313dcc6b0d650b1957cf04111beb3782090168621f
,233,vamp-karishika,vamp karishika,Queen of the darkness.,Female,hair: brown; eyes: black; teeth: white; clothing: gele; accessories: none; expression: shocked; strength: tough; weakness: bossy;,c4ee8a54-0874-4a7f-8344-dea8ba41f5dc,d8ee54d469c817778451757ff0777604e66d2f21216de5ca281b4f8ceb970433
,234,genz-monique,genz monique,A sassy lady with her own vibe.,Female,hair: pinkish-brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: despiteful; strength: none; weakness: none;,b5328f13-b918-4e76-8d4c-8b4aec5eb5fe,cc525c76e5ba2faa8f27f989b5435487b3a64fac7f7ad8adf990613868292b26
,235,femi-boltz,femi boltz,A driver hustling his way through life.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none;,03e8d36d-5bdc-4da4-8f64-c1738eb9d1db,eadd90eaa736925483393fe893c304785f1fb41dbbb6de18a39850647326c439
,236,agba-tech,agba tech,A tech bro that loves to party but has bad communication skill.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none;,403f28a0-6aa7-4f80-997f-b0982c169baa,9321548a6331b1ddca5e463083a561f9d3ec5c31e3d5041983ee708e3caf7250
,237,brian-richkid,brian richkid,A trust fund baby that does not know how to manage money.,Male,hair: black; eyes: blue; teeth: none ; clothing: ankara; accessories: none; expression: proud ; strength: smart; weakness: none;,9d945d79-dd2d-4755-b9c7-bff837be8557,44aa43830d886113385aeaced49fab93721fc6e5d869e6c0bec7d235aadcba52
,238,nandi-zulu,nandi zulu,A fierce African Queen.,Female,hair: pumpkin; eyes: brown; teeth: none; clothing: animal skin; accessories: none; expression: energetic; strength: smart; weakness: none;,09702bc0-d10c-48d3-a1e9-2aaa4e9f3f39,57f48d4d7a59a040c715b27ec312548cb8b1bd01ea8b2a8862a06fbc6a8cb67a
,239,ade-demon,ade demon,A Lekki playboy that makes money from crypto.,Male,hair: none; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none;,0be2d50b-3e57-4e39-a199-b211d2be860c,af22209870fa6c1724d0813b17f471b2a29c4c3c29404d7a712962ad6bdada49
,240,karim-rapper,karim rapper,A young and proud Lagos rapper.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none;,169b58f8-b84a-4ab3-a4b6-d1c5b36aa1d3,ea08497577507dc2a66b51ca6092171922dc7140118679a5e66874818a0a06e8
TEAM AXLE,241,bobo-alinco,bobo alinco,Alinco always in the mood for play.,Male,hair: orange; eyes: black; teeth: rabbit front teeth; clothing: white polo and blue pinafore; accessories: none; expression: unamused; strength: good listener; weakness: mostly unserious and plays roughly a lot;,17e90692-26ec-4ac5-8613-d87d00278d37,64c2b3a088ca2a27de5bbdb39b94cf1ee8681208a3bd1d81d99788be03bc4c1b
,242,chi-lastborn,chi lastborn,"Baby of the house, the lastborn of an average Nigerian family.",Female,hair: black; eyes: blue bold eyes; teeth: none; clothing: animal print gown; accessories: none; expression: teary; strength: truthful; weakness: cannot keep a secret;,187b9001-81a7-421b-aeea-ba64f930f6c3,9b58bd75a660d4a7e5e5ccf36fec37d3b72a4299fc6ccdd3fad8195974338c14
,243,uju-robo-robo,uju robo robo,An aso-oke business woman at Balogun market.,Female,hair: black; eyes: black and grey; teeth: missing two front tooth; clothing: grey and mixed color patterned ankara; accessories: ankara beret; expression: astonished; strength: business acumen; weakness: hot tempered;,8b98de66-9a2b-4229-b0d9-297b2906f548,07093a5d84abab701162bb9887513a44942b78f8c76b83e87b5cb10c01bb2c51
,244,yetunde-anifowose,yetunde anifowose,Old money lady who was in UK before UK was UK.,Female,hair: brown; eyes: brown; teeth: none; clothing: blue ankara; accessories: tobacco pipe; expression: serious; strength: wealthy; weakness: condescending;,5646daa8-2619-46a5-ac93-9a49f862729a,d640ac39949defc08d2541494013b518fa38cbc622d9d6edf2a3c6c937b76e7e
,245,dumebi-jjc,dumebi jjc,Innocent 100 level girl wey never spoil.,Female,hair: orange hair in two side buns; eyes: black; teeth: none; clothing: ankara blouse; accessories: none; expression: innocent; strength: curiousity; weakness: gullible;,ed0148f9-491b-44e5-9b3b-07d3e8a48efe,0b7de3076f4b2d6d5a914e0fb7ac41c7d9b61e35d9a1e09365a90e2300a820d0
